ITA,BS,CATEGORY
semi aperto,mès deèrt,
semidio,mès dìo,
semina,sórna,
seminare,ënsornà,
seminare,somnà,
seminatura,somnadüra,
semplicione,tibidói,
semplicione,tóto,
semplicione,totógn,
sempre,sémpër,
sempre,dignùra,
semprevivo,èrba dei cài,botanica
semprevivo dei tetti,articiòch bastàrd,botanica
semprevivo dei tetti,gras,botanica
semprevivo dei tetti,selvàdëch,botanica
semprevivo dei tetti,orecìne,botanica
senape,sanàër,botanica
seno,sé,anatomia
seno,stòmëch,anatomia
seno,tète,anatomia
sensale,balutì,
"sensale, cozzone",balutì de caài,
"sensale, mediatore",sensàl,
senseria,maroserìa,arcaico
sentierino,sintirulì,
sentiero,sentér,
sentire,sèntër,
sentire i battiti,tastà 'l póls,
senza,sènsa,
senza parlare,a la möta,
separare,descompartì,
separata dal marito,malmaridàda,
seppure,apör,
sequenza di scossoni,stalosàda,
sera,séra,
"serenissimo, cielo stellato",stelènt,
sereno (superl. di),"seré, (sbardelènt)",
serico,serìs,
serpe,bìs,
serpe crestata leggendaria,bis galèl,
"serra serra, pigia pigia",sàra-sàra,
serraglio,serài,
serratula,gialdìna,botanica
servire,sèrvër,
servizievole,servisiùs,
sessitura,alsèta,
sesso,natüra,
sesso femminile,felépa,gergo-volgare
sessualmente insaziabile,ciaù,
seta grossolana,stràsa,
setacciare,sedasà,
setacciare,tamisà,arcaico
setacciatore,sedasadùr,
setaccio,sedàs,
setaccio,tamìs,arcaico
setaccio largo da muratore,creèla,
setaccio piccolo,sedasì,
setola,créna,
setola,sédola,
"setolare, lucidare metalli",ranelà,
settembre,sëtèmbër,
settimino,setimì,
settore della ruota di legno,gaèl,
sfaccendare,sbodezà,
sfaccendare,sfasendà,
sfaccendare,taanà,
"sfaccendato, vagabondo",ligòs,arcaico
"sfaccendato, vagabondo",slandrù,
sfacciatello,sfasadèl,
sfacciato,müs de tóla,
sfamare,caà la fam,
sfangare,disfangà,
sfarfallare,sbarbelà,
sfasciare,desfasà,
sfasciarsi,nà 'n dùa,
sfasciato,des'cercolàt,
sfaticato,canèta de védre,
sfaticato,slènsa,
sfavillare,lüzër,
sferracavallo,sféra caàl,botanica
sferza (attrezzo per battere le biade),verzèla,bassa bresciana
sfiancata,sderenàda,
"sfiatato, afono",sgolàt,
sfiatatoio (canale di derivazione acqua quando il molino è spento),soradùr,
sfigurare,discreà,
sfigurare,disfügürà,
sfilacciare,sfilocià,
sfilza di salsicce,caiciù,
sfoderare,desfödrà,
sfoderare,sfödrà,
sfogarsi,disgozàs,
sfogarsi,sgozàs,
sfogarsi,sorà 'l góz,figurativo
sfogato,soràt,
sfogliare,sfojà,
"sfogliatura, sfaldatura",sfojadüra,
sfondare,sbogià,
sfondata,sbogiàda,
sfondata,slonsàt,
sfortuna,desfürtüna,
sfortunato,descaeciàt,
sfortunato,desfürtünàt,
sfortunato,discülàt,gergo-volgare
sfottere,sfótër,
sfregio,carpógn,
sfregio,sfris,
sfruttatore,sfrötadùr,
sfumatura,sfömadüra,
sgabello,cadreghì,arcaico
sgabello,banchitì,
sgabuzzino,sgabüsì,
sgambettare,tapinà,
sgambetto,gambaröla,
sgambetto,sampèl,
sganascione,sbërlù,
sgarrare,sgalezà,
sgarza ciuffetto,merguns',ornitologia
sgarza ciuffetto,sgarzèt,ornitologia
sgattaiolare,sgatinà,
sgelare,dizelà,
sghiacciare,disgiasà,
sghignazzare,grignà,
sghimbescio (stare di s.),sta 'n biüscù,
sgobbone,sgubù,
sgocciolare,sgulà,
sgocciolatoio per latticini,spersùr,
sgorbia,sgröbia,attrezzo
sgorbio,mòt,arcaico
sgozzare,sgozà,
sgranocchiare,sgramolà,
sgrassare,disvuntà,
sgrondo,sgùl,
sguaiato,zàgo,arcaico
sgualcitura,stranfógn,
sgualdrina,balàndra,
sgualdrina,pelànda,
sgualdrina,strögena,
sgualdrina,zöbiàna,
sgusciare,sgösà,
sgusciare via,biöscà via,
"si, affermazione",èe,
"si, affermazione",sé,
sibilo,vèrs dei bìs,
siccità,sèca,
siccità,söta,
sicurezza,piazerìa,arcaico
sicurezza,sigürtà,
sicurezza (con s.),de bòta sàlda,
sicuro,sicür,
siepe,sés,
siepe,sezù,
siepe di frasche messa dai carbonai per difendere la carbonaia (pojàt) dal vento,ròsta,
siero del latte,lacì,
siero del latte,latì,
siero del latte,mól,
siero del latte,scòcc,
siero del latte,scòt,
siero del latte,scòta,
sigaretta,paìna,gergo-volgare
sigaro masticato,bàgol,
sigillo di Salomone,lélio de mónt,botanica
signora,siùra,
signore,siòr,
silicosi,mal de la pólvëre,malattia/male
silicosi,püsiéra,malattia/male
sillabario,abachì,
simbolo,segnàcol,
similoro,fransisbéch,arcaico
simulare,fa aparì,
singhiozzo,sangiòt,
singhiozzo,sanglót,
singhiozzo,singùlt,
singhiozzo,strangojù,
singolo,sèmpe,
singolo,sèmple,
singultire,sanglotà,arcaico
singultire,simosà,
singultire,singiosà,
singulto,pansöl,arcaico
singulto,sangiót,
singulto,sanglót,
sinopia,serós,
sipario,telù,
slabbrato,sberciàt,
slacciare,dislusà,
slacciare,disulà,
slavare,slaà,
slavato,slaàt,
slegare,disligà,
slitta per fieno e minerali,palàn,Valcamonica
slogare,dislogà,
slogatura,dslogadüra,
smacchiare,desmacià,
smagliatura,sgorléra,
smallare,sghibià,arcaico
smallare,sghilvà,
"smalto, composto da ghiaia e calce, per murare o fare pavimenti",màstëch,
smancerie,piconizà,"daddolo, smanceria"
smangia,smàja,
smania,frégola,
smascellarsi,fa nà zó la bóca dei pólëch,
smatassare,smezanà,
smerdare,smerdasà,
smergo,vurnìs,ornitologia
smergo,cornìza,ornitologia
smergo,lagherù,ornitologia
smergo,nèdra gaunéra,ornitologia
smergo,pescadùra,ornitologia
smergo,ràsega,ornitologia
smergo,squaciù,ornitologia
smerigliatrice,pulisòja,
smeriglio,aèta,ornitologia
smeriglio,falchèt,ornitologia
smeriglio,de còrna,ornitologia
smeriglio,falchitì,ornitologia
smeriglio,galerì,ornitologia
smeriglio,pampugnì,ornitologia
smeriglio,smergì,minerale
smerli,dentèi,
smesso,dismès,
smettere,desmètër,
smetterla,mocàla,
smetterla,piantàla lé,
smidollare,smiolà,
smielare,smelà,
smilzo,smìls,
smilzo,smìngol,
smorfia,sbersignù,
smorfia,sguersignù,
smorfia di pianto,scarpèta,
smorfia di pianto,fa sportèl,
smorfia di pianto,scarpète,
smorfia di pianto,spórte,
"smorfie, smancerie (fare s.)",sbersignà,
"smorfie, smancerie (fare s.)",smorfià,
smorfioso,caghèt,
smorfioso,sguerségn,
smorto,"smórt, plurale: smórcc",
smorto,sbatìt,
smunto,smarìt,
smuovere,smöër,
snervare,smiolà,
"snervato, fiacco, senza midollo",smiolàt,
snodare,disgropà,
sobbalzo,trabàls,
soccida (contratto tra il padrone del bestiame e chi lo alleva),sòs,
soddisfare,caà le òje,
sodo,stàgn,
sodomizzare,ëncülà,
sofferenza,strüscio,
soffiare,sopià,
soffiata,sopiàda,
soffietto,bofèt,
soffio,bùf,
soffione,sopiù,
soffocamento,sefóch,
soffocare,stofegà,
soffrire,paìla,figurativo
soffritto,disfrìt,
soffritto,sfìta,arcaico
sofisticare,lighignà,arcaico
sofistico,sitìl,
"sogatto, pelle di pecora conciata",soàt,
soggezione,südisiù,
soggiacere,sta sóta,
soggiogare,cucunà,
soglia,sotàna de la pórta,
sogliola,sfòi,pesce-pesca
sognarsi,ënsomiàs,
sogno,ënsòme,
sola (polenta s.),sùrda (polénta s.),
solaio,solér,
solamente,demösta,
solandra (malattia alla piegatura del garretto del cavallo),crepàse,
"solatio, assolato",solìf,
soldanella di mare,campanilì de mar,botanica
soldi,ghèi,
soldi,sghèi,
soldi,palànche,
soldi,sólcc,
"soldo, centesimo",palànca,arcaico
sole,sul,
"sole debole, annebbiato",sul marèl,
soleggiarsi,ciapà 'l sul,
sollecitare,fa frèsa,
sollecitare,gresà,arcaico
solletico,bizigulì,
solletico,gàsol,arcaico
solletico,gatìgol,
solletico,sinsigulì,
solletico (soffre il s.),gatigolùs,
Sollevare,Tirà sö,
sollevare,soleà,
sollevato,leàt sö,
solo,dëpërlü,
solo,sul,
solo,surd,
soltanto,dóma,
soltanto,nóma,
soltanto,mösta,
somarello,ciüciarèl,
somaro,mùso,
"somiglianza, come",tüs,
"somiglianza, come",tüsa,
"somma, addizione",sóma,
sommaco,röf,botanica
sommaco,rös,botanica
sommaco,scödën,botanica
sommaco,sömàch,botanica
sommergersi,nà sóta l'àqua,
sommesso,sömès,
"sommossa, tumulto",cotobói,arcaico
sonagli,sunài,
sonaglio per neonati,ciocarèl,
sonaglio per neonati,ciocaröl,
sonetto,sonèt,
sonnellino,sonèt,
sonnellino,sunilì,
sonnifero,sdòrmia,
sonno leggero,tìdol,arcaico
sonnolenza,sonéra,arcaico
sono,só,
sono squattrinato,só'n bolèta,
soppiatto,sotcòs,arcaico
soppiattone,sorgatù,
sopra,ënsìma,
sopra,sùra,
sopra,sö,
soprabito,soertù,arcaico
soprabito misero,lischì,arcaico
sopraelevare,alsà sö,
sopraffino,surafì,
sopraggitto,reparì,arcaico
sopraggitto,suërpónt,
sopraggitto,surafìl,
sopralluogo,suërlögh,
soprannome,scötöm,
soprannome,suërnòm,
soprappiù,surapiö,
sopratacco,süërtàch,
soprattutto,suratöt,
sopravvento,suraènt,arcaico
soprosso,góma dei òs,malattia/male
soprosso,sùër òs,malattia/male
sorbo degli uccellatori,malì,botanica
sorbo degli uccellatori,pesabé,botanica
sorbo degli uccellatori,marözën,botanica
sorbo domestico,corbèl,botanica
sorca,pantegàna,
sorda,sùrda,
sordo,sùrd,
sordone,durd matù,ornitologia
sordone,marmotèl,ornitologia
sordone,matèl,ornitologia
sordone,materòt,ornitologia
sordone,matilù,ornitologia
sordone,matù,ornitologia
sordone,maturèl,ornitologia
sorgente,sortìa,
sornione,mutriù,
sornione,polegàna,
sorreggere,tègnër sö,
sorridere,tra la bóca 'n rìdër,
sorso,glót,arcaico
sorso,sórbol,
sorso lungo,bucunàda,
sorta di cilicio,disiplì,
sorteggio,zöch de la böschèta,
sortilegi (fare s.),strolegà,
sorveglia,tènt,
sorvegliare,tèndër,
sorvegliarlo,ardàga dré,
sospettare,mètër j-öcc adòs,figurativo
sospettare,ösmà,
sostanza per tingere,tintôria,
"sostare, riposare","polsà, tirà 'l fiàt",
"sostenersi, avere appoggio",fas puntèl,
sostentare,sta sö la so,
sott'ascella,sót sèa,
sottana,còtola,arcaico
sottana,scosàl,
sottana,treèrsa,
"sottana ampia, leggera",crinolìna,
"sottana, gonna",sotàna,
sottanona,pelànda,
sotterrare,sotrà,
sottile,sitìl,
sottobraccio,sotbràs,
sottocchi,sotöcc,
sottoclasse,sotclàs,
sottocoda,sotcùa,
sottopelle,sotpèl,
sottopiede,sotpè,
sottopiede della calza,scarpèta,
sottoscala,sotscàla,
sottoscala chiuso,stabiöl,
sottosopra,cül büzù,
sottosopra,cül büzù,
sottosopra,sotsùra,
sottosopra (messo s.),rügàda,
sottoveste,lìmito,
sottoveste invernale,cutì,arcaico
sottrarre,sotràër,
sovescio (aratura che copre piante appositamente coltivate per arricchire il terreno),ëngràs,arcaico
"suffumigio, inalazione",perföm,
sovraccarico,cargàt tròp,
spaccalegna,s'cèpa sòch,
spaccapietre,spacapréde,
spaccare,s'cepà,
spaccato,sberpàt,arcaico
spaccone,balér,
spaccone,spacù,
spaghetti casalinghi,bìgoi,
spaghetto casalingo,bìgol,
spagliare,despajà,
spagliare,spajà,
spagliato,descaagnàt,
"spaglio, semina a bracciate",spài,
spago,riforsì,
spago di canapa per i covoni,lusì,
spago grosso,lòsa,
spago sottile,spaghitì,
spalare,sbadilà,
spalatore,paladùr,
spallina,spalì,
spallucce,spalìne,
spandere,spàndër,
spannatoia,spanaröla,
spannocchiare,scarfojà,
spannocchiare,scartosà,arcaico
spappolare,spetacià,
spappolare,spetasà,
spappolarsi,nà 'n pàpa,
spappolato,smagòt,
sparagiaia,sparezéra,
sparare,sbarà,
sparare,trà,
sparata,sbaràda,
sparato (parte anteriore inamidata della camicia),s'cèp de la camìza,
sparecchiare,desparecià,
sparecchiare,sbratà,arcaico
spargere,sparnegà,
sparlare,slenguatà,
sparnazzare,spantegà,
sparnazzare,sparnasà,
sparviere,falchèt,ornitologia
sparviere,moscardì,ornitologia
sparviere,sparàër,ornitologia
spasimo,spàsëm,
spassarsela,sbabasàs,arcaico
spassarsela,spaparàsela,
spatola,spàdola,attrezzo
spatola,spàtola,attrezzo
spatola,spàtola,ornitologia
spatriare,despatrià,
spauracchio,scorbàcc,
spaventare,strümì,
spaventarsi,strümìs,
spaventato,strümìt,
spavento istantaneo,strömése,
spazio tra due filari di viti,antù,
spazzacamino,spasacamì,
spazzaneve,càla,
spazzatura,scûadüra,
spazzatura,spasadüra,
spazzino,boasì,arcaico
spazzino,scûasì,
spazzola,bröscia,
spazzola,spasèta,
spazzola,spàsola,
spazzola piccola,brös'cì,
spazzolare,bröscià,
specchiera,speciéra,
specchiera con bacinella,toalèt,francesismo
specchietto,specèt,
specchietto,spicì,
specchio,spècc,
specillo (attrezzo chirurgico),spesìl,
specolo (strumento medico per dilatare),sbadàcc,
spegnere,fa mörër,
spegnere,smorsà,
spegnitoio,smorsaröl,
"spelaia, scarto dei bozzoli",baèla,
spendaccione,büs de ma,
"spendere, scialacquare",majà föra,
spennare,spelöma,
spento,smorsàt,
spergiuro,sperzür,
sperma,sbòra,
sperone corneo,giavàr,arcaico
speronella,speronèla,botanica
sperperare,mangià föra töt,
spesso,spès,
spessore,sochèt,
spettinare,dispetenà,
spezzare,scheesà,
spezzato,scheès,
spezzato,scheesàt,
spia (fare la s.),simunà,arcaico
spianare per fare un prato,spradà,
spiata,sopiàda,figurativo
spiattellare,schicherà,arcaico
spicciarsi,nàghën föra,
spiccioli,spìcioi,
spicco d'aglio,spìga d'ài,
spidocchiare,spidocià,
spidocchiare,spiögià,
spiedo,segagnöl,arcaico
spiedo,spéd,
spigola,spìgola,pesce-pesca
spigolatrice,spigolónsa,arcaico
spigolatrice,ùsa,arcaico
spigolo,cantù,
spillare vino,spinà,
spillatura delle botti,sospìr de le èze,
spillo,puntalì,
spillo,gucì,arcaico
spillo,ucì,
spillo di dama,garufulì,botanica
spillo di dama,pèche,botanica
spillo di dama,pëchërèle,botanica
spillo di dama,puntalì dè dama,botanica
spillone,guciù,arcaico
spillone,uciù,
spillone,for,
spilorcio,petécia,
"spilorcio, avaro",piögia,
spilungone,dirlindù,
spilungone,gambìrlo,
spilungone,giandù,
spilungone,pèrtega,
spilungone,spirlingù,
spilungone,terlindù,
spina di pesce,rèsca de pès,
spina dorsale,canèta,
spinaci,spinàse,
spinarello,spinardèl,pesce-pesca
spingere,gojà,
spingere,pucià,
spingere,rösà sö,
spingere,rözà,
spinite carboniosa (malattia delle mucche),mòrbe,
spino guercino,spìne,botanica
spintone,gojù,
spintone,puciù,
spintone,rozù,
spioncello,cip-cip de mut,ornitologia
spioncello,sguisèta de mònt,ornitologia
spioncello,sguisitù,ornitologia
spioncino,spîunsì,
spione,spiù,
spiovere,spiöër,
spira,torciù,
spiraglio,spirài,
spirale,tórciol,
spiumacciarsi,spelömàs,
splendido,sbrèl,
spocchioso,buriùs,
"spogliare, denudare",caà föra,
spola,naezèla,
spola,spöla,
spollinarsi,spipiulàs,
spolverino da cipria,pumpù,
sponda,rià del fiöm,
sponda del letto,rìa del lèt,
sponde del carro,bàrëch,
sponde del carro,baròse,
sponde del carro,spundì,
sporcaccione,sporcaciù,
sporcare,snegrà,
sporcare di fuliggine,strözésër,
sporcizia,rüch,
sporcizia,sporchès,
sporco,ënchicolét,
sporco,spórch,
sporgere,ansà föra,
sportello,antèl,
sportello della gabbia,spurcilì,
sportello delle botti,üs'cèt,arcaico
sportellone,antù,
sporto di bottega,scàfa,
sposarsi,nidà,
spostati !,òcio !,
spranga,càmbra,
spranga per chiudere la porta,seradèl,
spremere,strücà,
spremere,torcià,
spremersi,stricàs,
spremitura,ströcadüra,
spremitura,torciadüra,
sprizzare,sbilsà,
sproposito,büzéra,
sprovveduto,sambügòt,
spruzzare,sbrofà,
spruzzo,sbròf,
spugna,spónga,arcaico
spugnola rotonda,spongiöla,micologia
spulciare,spölezà,
"spunto, sapore acidulo del vino",spuntùr,
spurgare,sgargajà,
sputacchiera,spüdacéra,
sputacchio,cicàda,
sputacchio,spüdàcc,
sputacchio catarroso,gàspër,gergo-volgare
sputacchio catarroso,smargài,
sputasenno,spüdasentènse,
sputo,spüda,
squagliare,descagià,
squame,scàja,
squarcio,sgargiù,
squinanzia,scaransìa,malattia/male
"sta buono, fa il bravo !",fa pulìto !,
sta facendo,ésër dré,
sta zitto,sta schìs,
"stabbio, recinto per bestiame",stàbio,
"stabilire i muri, intonacare",ëmbocà zó i mür,
staccare,destacà,
stadera,balansù,
stadera,stazéra,
"staffa, pedivella",stàfa,
staffilata (effetti di una s.),casonsèi,figurativo
staggio,stàza,
stagione,stagiù,
stagione,sezù,arcaico
stagione,sazù,arcaico
stagnaro,parolòt,
stagnaro,stagnì,
"stagnarsi, fare la ""pócia""",ëmposàs,
stallaggio,stalàs,
stallone,caàl de mónta,
stamberga,stàbia,arcaico
stambugio,stambüs,
stampella,sgalméra,arcaico
stancare,pecià,figurativo
stancare,stöfà,
stancare,stracà,
stanchezza,strachèsa,
stanco,stràch,
stanco (mezzo),stracolòt,
stanco morto,stràch copàt,
"stanco, stufo",smòrbe,arcaico
stanga del carro,timù,
"stantio, raffermo",staladés,
stantuffo,stantüf,
stappare,distopà,
star sopra,st 'n sìma,
stare,sta,
stare a dovere,sta a copèla,
stare ai piatti,sta sö la paròla,
stare all'erta,sta 'n bandéra,
stare all'erta,sta söl fìch,figurativo
starnazzare,sbàtër le àle,
starnuto,sternüt,
stato,mèza egògna,
"stato sub commotivo, commozione cerebrale",ënsöcàt,
stazzo,marés,
steccherino bruno,lèngua de bò,micologia
steccherino dorato,frizù,micologia
steccherino dorato,spinaröl,micologia
steccherino dorato o bruno,stecherì,micologia
stecchi di legno con zolfo,sulfrì,arcaico
stecchito,stencàt,
stecchito,strezìt,arcaico
"stecco, piolo",biröl,
stella alpina,fiùr de làna,botanica
stellina odorosa,asprèla,botanica
stellina odorosa,stilìne,botanica
stemperare,desfantà,
stenditoio,córda del destèndër,
stentare,arpà,arcaico
stentare,nà a stènt,
"stentato, debole",dezembrì,
"stentato, debole",striadèl,
steppa,stèpa,
sterco bovino,boàsa,
sterco di capra,bàgola,
sterco equino,fìch de caàl,
stercorario,fanòcol,ornitologia
stercorario,fanòcol néghër,ornitologia
stercorario,gabià néghër,ornitologia
sterno,òs del stòmëch,anatomia
sternuto,sternüt,
sterpaglia,patàm,
sterpame di radici,raisàm,
sterpazzola,bajarèla,ornitologia
sterpazzola,ciaretìna,ornitologia
sterpazzola,ciciarìna,ornitologia
sterpazzola,cirabiciàcola,ornitologia
sterpazzola,gozatì,ornitologia
sterpazzola,gozèt,ornitologia
sterpazzola,gozèta,ornitologia
sterpazzola,tüinòt,ornitologia
stia senza fondo,casöl,
"stia, gabbia",capunéra,
"stia, gabbia",gabiòt,
stiaccino,machèt,ornitologia
stiaccino,machitì,ornitologia
stiaccino,mearì,ornitologia
stiaccino,michèt,ornitologia
stiaccino,tachèt,ornitologia
stiaccino,tèch néghër,ornitologia
stile,sghèo,
stiletto affilato,smìls,gergo-volgare
stima,de cönt,
"stima, estimo",stém,
stimare,presià,arcaico
stimmi,bàrba de furmintù,
stincata,schincàda,
stinco,schìnch,arcaico
stinco,stìnch,
stipare,sgabià,arcaico
stipite,pilastràda,arcaico
stipulare,stöbià,arcaico
stiracchiare,lighignà,arcaico
stiracchiarsi,bistiràs,
stiracchiarsi,sberlongàs,
stirare,sopresà,
stivale,carusì,arcaico
stivaletto,coturnì,arcaico
stivaletto,stîalì,
stizza,fùta,
stizzoso,cianculì,
"stocco, stallo del pagliaio",pal del paér,
stoffa di scarso valore,patùna,figurativo
stoffa spinata di cotone,piché,francesismo
"stoino, stuoino",netascàrpe,
stolto,lélo,
stolto,óch,figurativo
stomaco,stòmëch,anatomia
stomaco,ventrìcol,anatomia
stomaco invicidito,languidèsa,
stonato,orècia de sòi,figurativo
stoppa,gàia,
stoppa con il capecchio,gajöla,
stoppia,ströpia,
stoppia,stòpol,arcaico
stoppia del grano,scadriù,
stoppia del grano,stépol,
stoppia del granoturco,scamös,
stoppia del granoturco,sgajù,
stoppia del miglio,meàr,
stoppia del miglio,mearìna,
stoppione,garzèt de ciós,botanica
stoppione,garzù,botanica
"stoppione, scardaccione",strepiù,
"stopposo, tiglioso",filùs,
storcere,storzegnà,
storcere,svergolà,
stordire,smatorì,
storione,storiù,pesce-pesca
stormo,ciòp,
stormo,ròs,
stormo,rosàda,
storno,storlì,ornitologia
storno,stornèl,ornitologia
storno roseo,mèrloròsa,ornitologia
storno roseo,stornèl de mar,ornitologia
storpiare,ströpià,
storpiarsi,ströpiàs,
storpio,gaèl,
storpio,sgaelàt,
storpio,ströpe,
storpio,ströpiàt,
"storto, contorto",sgaelàt,
"storto, contorto",svèrgol,
"storto, contorto",svergolàt,
strabico,palpì,arcaico
strabuzzare gli occhi,löcià,
straccetto,strasèt,
stracchino,romiöla,
stracchino,strachèt,
stracci,stràse,
"stracciare, sbrandellare",sbendà,
"stracciatello, male in arnese",strasadèl,
